Age,Overall,Potential,Value,Wage,International Reputation,Skill Moves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Right_Foot,Major_Nation,Low,Medium,DF,DM,GK,MF,ST,Normal,Stocky
23,59,65,210000.0,2000.0,1.0,3.0,49.0,52.0,37.0,59.0,39.0,66.0,45.0,43.0,57.0,64.0,65.0,68.0,64.0,53.0,67.0,46.0,51.0,55.0,68.0,44.0,38.0,20.0,50.0,55.0,44.0,57.0,42.0,30.0,37.0,14.0,7.0,11.0,13.0,6.0,1,1,0,0,0,0,0,0,0,1,0
23,59,64,150000.0,1000.0,1.0,1.0,11.0,7.0,12.0,23.0,6.0,12.0,11.0,14.0,27.0,13.0,27.0,22.0,22.0,54.0,39.0,17.0,51.0,27.0,66.0,6.0,16.0,11.0,5.0,21.0,19.0,38.0,10.0,10.0,12.0,57.0,59.0,55.0,54.0,64.0,1,1,0,1,0,0,1,0,0,1,0
24,59,64,180000.0,1000.0,1.0,2.0,20.0,18.0,65.0,34.0,20.0,26.0,25.0,21.0,24.0,33.0,66.0,66.0,38.0,47.0,51.0,37.0,73.0,62.0,76.0,24.0,43.0,49.0,22.0,29.0,32.0,52.0,61.0,64.0,63.0,8.0,5.0,8.0,8.0,5.0,1,1,0,1,1,0,0,0,0,1,0
22,59,67,200000.0,1000.0,1.0,2.0,34.0,26.0,56.0,39.0,29.0,30.0,28.0,37.0,37.0,38.0,58.0,52.0,46.0,54.0,51.0,41.0,72.0,64.0,74.0,26.0,47.0,58.0,32.0,35.0,50.0,55.0,58.0,61.0,60.0,12.0,5.0,13.0,14.0,11.0,1,0,0,1,1,0,0,0,0,0,0
32,59,59,120000.0,2000.0,1.0,2.0,56.0,58.0,52.0,57.0,59.0,58.0,48.0,41.0,55.0,57.0,53.0,58.0,59.0,57.0,57.0,61.0,59.0,74.0,63.0,62.0,60.0,48.0,54.0,60.0,40.0,60.0,60.0,52.0,47.0,14.0,13.0,15.0,12.0,12.0,0,1,0,0,0,0,0,1,0,1,0
27,59,61,150000.0,1000.0,1.0,2.0,23.0,24.0,57.0,59.0,23.0,30.0,30.0,29.0,56.0,39.0,64.0,61.0,55.0,54.0,58.0,35.0,52.0,59.0,62.0,22.0,56.0,58.0,27.0,35.0,35.0,56.0,59.0,62.0,61.0,12.0,6.0,15.0,13.0,14.0,1,1,1,0,1,0,0,0,0,1,0
35,59,59,70000.0,1000.0,1.0,2.0,32.0,60.0,57.0,53.0,61.0,58.0,58.0,35.0,40.0,52.0,55.0,56.0,55.0,61.0,67.0,63.0,65.0,51.0,64.0,59.0,60.0,20.0,59.0,39.0,61.0,53.0,24.0,26.0,25.0,6.0,15.0,14.0,12.0,13.0,1,1,0,0,0,0,0,0,1,0,0
21,59,66,190000.0,1000.0,1.0,2.0,28.0,22.0,55.0,43.0,36.0,36.0,28.0,36.0,35.0,34.0,58.0,59.0,49.0,53.0,56.0,43.0,67.0,56.0,51.0,23.0,50.0,54.0,28.0,34.0,41.0,43.0,62.0,68.0,74.0,10.0,12.0,14.0,8.0,6.0,1,1,0,1,1,0,0,0,0,0,0
17,59,79,300000.0,1000.0,1.0,3.0,47.0,45.0,60.0,64.0,36.0,62.0,62.0,38.0,56.0,67.0,68.0,66.0,59.0,56.0,47.0,65.0,68.0,62.0,70.0,58.0,56.0,51.0,45.0,56.0,49.0,53.0,54.0,52.0,50.0,10.0,5.0,10.0,6.0,10.0,0,1,0,1,0,0,0,1,0,0,0
20,59,71,280000.0,3000.0,1.0,2.0,37.0,60.0,57.0,55.0,54.0,55.0,50.0,43.0,45.0,57.0,60.0,60.0,62.0,54.0,60.0,59.0,65.0,55.0,67.0,55.0,35.0,25.0,58.0,56.0,60.0,55.0,28.0,27.0,30.0,15.0,12.0,10.0,6.0,10.0,0,1,0,1,0,0,0,0,1,1,0
19,59,73,325000.0,1000.0,1.0,2.0,52.0,44.0,64.0,63.0,45.0,55.0,56.0,36.0,59.0,60.0,68.0,67.0,57.0,56.0,61.0,62.0,77.0,68.0,73.0,54.0,70.0,57.0,57.0,53.0,48.0,54.0,55.0,48.0,52.0,5.0,9.0,9.0,6.0,8.0,0,1,0,1,0,0,0,1,0,1,0
28,59,59,120000.0,3000.0,1.0,2.0,54.0,26.0,43.0,48.0,29.0,51.0,35.0,34.0,46.0,42.0,68.0,72.0,64.0,53.0,76.0,24.0,61.0,81.0,70.0,23.0,53.0,58.0,48.0,37.0,33.0,44.0,60.0,58.0,59.0,7.0,15.0,10.0,10.0,8.0,1,1,0,1,1,0,0,0,0,0,1
22,59,66,220000.0,2000.0,1.0,2.0,50.0,41.0,60.0,56.0,42.0,62.0,42.0,48.0,51.0,56.0,78.0,68.0,65.0,60.0,55.0,61.0,57.0,57.0,50.0,48.0,63.0,45.0,58.0,53.0,49.0,51.0,25.0,48.0,46.0,8.0,14.0,7.0,15.0,13.0,1,1,0,1,0,0,0,1,0,0,0
21,59,67,170000.0,1000.0,1.0,1.0,16.0,10.0,12.0,21.0,11.0,14.0,13.0,15.0,15.0,12.0,34.0,21.0,23.0,56.0,42.0,20.0,52.0,31.0,48.0,11.0,15.0,11.0,8.0,50.0,12.0,35.0,10.0,14.0,11.0,64.0,57.0,55.0,56.0,57.0,1,1,0,1,0,0,1,0,0,0,0
19,59,73,325000.0,1000.0,1.0,2.0,50.0,47.0,43.0,65.0,39.0,60.0,65.0,70.0,64.0,63.0,68.0,64.0,66.0,53.0,67.0,68.0,63.0,54.0,60.0,57.0,43.0,43.0,42.0,62.0,40.0,53.0,20.0,40.0,39.0,6.0,7.0,12.0,5.0,10.0,1,1,0,0,0,0,0,1,0,0,0
28,59,59,160000.0,1000.0,1.0,2.0,55.0,63.0,57.0,53.0,49.0,57.0,66.0,65.0,32.0,59.0,77.0,76.0,77.0,56.0,76.0,69.0,69.0,63.0,56.0,62.0,34.0,17.0,58.0,55.0,63.0,44.0,39.0,10.0,12.0,6.0,12.0,6.0,10.0,10.0,1,1,0,1,0,0,0,1,0,0,0
19,59,71,270000.0,1000.0,1.0,2.0,56.0,51.0,40.0,69.0,44.0,62.0,53.0,48.0,65.0,59.0,67.0,68.0,62.0,56.0,73.0,54.0,51.0,58.0,52.0,45.0,53.0,34.0,53.0,55.0,54.0,60.0,44.0,50.0,51.0,12.0,13.0,11.0,10.0,8.0,1,1,0,1,0,0,0,1,0,1,0
20,59,71,280000.0,2000.0,1.0,3.0,40.0,50.0,42.0,64.0,41.0,58.0,47.0,35.0,61.0,56.0,70.0,77.0,79.0,58.0,73.0,52.0,56.0,71.0,60.0,36.0,50.0,54.0,50.0,55.0,49.0,55.0,52.0,54.0,47.0,14.0,13.0,14.0,8.0,10.0,1,1,0,1,0,0,0,1,0,0,0
22,59,67,170000.0,1000.0,1.0,1.0,12.0,15.0,13.0,20.0,16.0,11.0,14.0,15.0,21.0,17.0,34.0,36.0,44.0,46.0,33.0,15.0,53.0,36.0,78.0,16.0,16.0,21.0,13.0,46.0,15.0,44.0,20.0,12.0,10.0,59.0,57.0,62.0,63.0,59.0,1,1,0,1,0,0,1,0,0,0,1
25,59,61,190000.0,1000.0,1.0,2.0,27.0,61.0,64.0,42.0,53.0,46.0,30.0,32.0,30.0,51.0,52.0,60.0,46.0,58.0,39.0,58.0,42.0,70.0,79.0,46.0,67.0,11.0,60.0,46.0,56.0,52.0,28.0,13.0,18.0,11.0,14.0,15.0,7.0,12.0,1,1,0,1,0,0,0,0,1,0,0
22,59,67,230000.0,1000.0,1.0,3.0,39.0,40.0,45.0,65.0,33.0,63.0,34.0,32.0,58.0,63.0,57.0,54.0,65.0,52.0,65.0,42.0,38.0,71.0,55.0,35.0,53.0,51.0,50.0,56.0,43.0,58.0,54.0,47.0,45.0,11.0,13.0,11.0,11.0,14.0,1,0,0,1,0,0,0,1,0,0,0
22,59,63,200000.0,1000.0,1.0,2.0,51.0,57.0,49.0,58.0,42.0,61.0,58.0,55.0,55.0,60.0,66.0,64.0,60.0,60.0,62.0,63.0,55.0,54.0,69.0,53.0,49.0,36.0,57.0,52.0,48.0,48.0,39.0,36.0,33.0,14.0,12.0,14.0,11.0,9.0,1,1,0,1,0,0,0,0,0,1,0
21,59,73,280000.0,4000.0,1.0,1.0,11.0,8.0,13.0,27.0,8.0,15.0,15.0,15.0,22.0,17.0,26.0,28.0,56.0,45.0,53.0,26.0,65.0,33.0,45.0,9.0,29.0,9.0,6.0,55.0,12.0,40.0,16.0,12.0,15.0,60.0,58.0,59.0,59.0,63.0,1,1,0,1,0,0,1,0,0,1,0
18,59,78,325000.0,1000.0,1.0,2.0,37.0,62.0,55.0,56.0,56.0,61.0,59.0,41.0,48.0,58.0,63.0,64.0,62.0,61.0,63.0,65.0,56.0,58.0,47.0,63.0,36.0,17.0,48.0,62.0,60.0,56.0,22.0,19.0,18.0,8.0,9.0,11.0,11.0,12.0,0,0,0,1,0,0,0,0,1,1,0
23,59,64,210000.0,2000.0,1.0,3.0,37.0,57.0,50.0,55.0,49.0,66.0,57.0,42.0,53.0,58.0,78.0,78.0,75.0,52.0,84.0,53.0,52.0,54.0,53.0,52.0,34.0,37.0,52.0,64.0,64.0,49.0,18.0,23.0,17.0,7.0,14.0,8.0,13.0,9.0,1,1,0,1,0,0,0,1,0,0,0
31,59,59,100000.0,3000.0,1.0,2.0,65.0,57.0,60.0,61.0,25.0,52.0,50.0,45.0,63.0,61.0,38.0,55.0,56.0,62.0,49.0,52.0,65.0,67.0,66.0,56.0,62.0,46.0,45.0,63.0,66.0,60.0,62.0,51.0,50.0,7.0,10.0,12.0,16.0,14.0,1,1,0,1,0,1,0,0,0,0,1
25,59,63,170000.0,2000.0,1.0,2.0,56.0,23.0,53.0,55.0,29.0,54.0,33.0,31.0,46.0,46.0,68.0,72.0,63.0,56.0,79.0,29.0,79.0,72.0,63.0,22.0,53.0,58.0,42.0,41.0,39.0,46.0,50.0,57.0,55.0,13.0,15.0,12.0,13.0,8.0,0,1,0,1,1,0,0,0,0,0,0
20,59,76,350000.0,2000.0,1.0,2.0,41.0,59.0,52.0,52.0,51.0,67.0,41.0,33.0,36.0,58.0,77.0,82.0,76.0,51.0,78.0,54.0,69.0,52.0,40.0,53.0,30.0,14.0,50.0,56.0,60.0,49.0,55.0,22.0,23.0,6.0,9.0,13.0,11.0,9.0,1,1,0,1,0,0,0,0,0,0,0
17,59,74,300000.0,1000.0,1.0,3.0,48.0,35.0,60.0,66.0,34.0,58.0,47.0,47.0,64.0,60.0,59.0,64.0,50.0,47.0,70.0,55.0,57.0,42.0,40.0,37.0,57.0,46.0,56.0,64.0,48.0,43.0,52.0,63.0,60.0,14.0,9.0,14.0,14.0,9.0,1,1,0,1,0,0,0,1,0,1,0
32,59,59,90000.0,2000.0,1.0,2.0,57.0,51.0,52.0,58.0,54.0,54.0,49.0,52.0,57.0,53.0,45.0,50.0,75.0,58.0,63.0,57.0,66.0,74.0,73.0,53.0,79.0,52.0,59.0,58.0,48.0,57.0,68.0,60.0,62.0,6.0,10.0,11.0,16.0,10.0,1,1,0,0,1,0,0,0,0,0,0
22,59,71,280000.0,1000.0,1.0,3.0,49.0,41.0,39.0,58.0,38.0,66.0,55.0,38.0,54.0,64.0,66.0,66.0,68.0,52.0,66.0,54.0,60.0,76.0,60.0,42.0,60.0,57.0,47.0,52.0,47.0,51.0,38.0,56.0,50.0,11.0,11.0,8.0,9.0,8.0,1,1,0,1,0,0,0,1,0,1,0
22,59,66,190000.0,2000.0,1.0,2.0,27.0,23.0,54.0,48.0,27.0,42.0,58.0,59.0,40.0,49.0,65.0,53.0,57.0,45.0,66.0,56.0,73.0,57.0,66.0,60.0,49.0,59.0,26.0,35.0,30.0,40.0,68.0,62.0,54.0,9.0,12.0,7.0,12.0,6.0,1,1,0,1,1,0,0,0,0,1,0
18,59,72,250000.0,1000.0,1.0,2.0,47.0,25.0,61.0,49.0,26.0,28.0,26.0,28.0,46.0,35.0,66.0,67.0,67.0,49.0,63.0,40.0,68.0,60.0,65.0,23.0,61.0,55.0,29.0,35.0,36.0,38.0,47.0,66.0,65.0,8.0,14.0,11.0,7.0,12.0,1,1,0,1,1,0,0,0,0,1,0
25,59,65,150000.0,1000.0,1.0,1.0,13.0,14.0,13.0,16.0,19.0,12.0,13.0,20.0,20.0,30.0,26.0,26.0,52.0,60.0,64.0,37.0,62.0,41.0,65.0,13.0,20.0,12.0,13.0,14.0,16.0,41.0,10.0,11.0,11.0,59.0,57.0,55.0,60.0,58.0,1,1,0,1,0,0,1,0,0,1,0
20,59,67,230000.0,3000.0,1.0,3.0,59.0,52.0,46.0,63.0,47.0,56.0,51.0,53.0,60.0,62.0,68.0,64.0,63.0,52.0,65.0,56.0,49.0,48.0,44.0,42.0,42.0,27.0,51.0,63.0,59.0,65.0,42.0,45.0,41.0,11.0,11.0,8.0,11.0,10.0,0,1,0,1,0,0,0,0,0,0,0
37,59,59,10000.0,1000.0,1.0,1.0,15.0,14.0,17.0,28.0,11.0,12.0,11.0,16.0,25.0,23.0,37.0,38.0,42.0,58.0,48.0,24.0,61.0,31.0,63.0,11.0,32.0,17.0,16.0,40.0,24.0,40.0,16.0,11.0,11.0,59.0,56.0,52.0,60.0,60.0,0,1,0,1,0,0,1,0,0,1,0
23,59,66,220000.0,1000.0,1.0,2.0,55.0,57.0,61.0,49.0,55.0,57.0,23.0,23.0,45.0,54.0,57.0,60.0,44.0,55.0,50.0,60.0,61.0,67.0,76.0,54.0,55.0,50.0,60.0,40.0,29.0,55.0,23.0,40.0,13.0,15.0,18.0,10.0,15.0,17.0,1,1,0,1,0,0,0,0,1,1,0
20,59,70,270000.0,1000.0,1.0,3.0,50.0,49.0,39.0,55.0,37.0,63.0,35.0,39.0,47.0,62.0,77.0,72.0,92.0,48.0,89.0,45.0,60.0,64.0,37.0,28.0,48.0,21.0,50.0,49.0,46.0,58.0,39.0,22.0,21.0,11.0,12.0,13.0,7.0,8.0,1,1,0,1,0,0,0,1,0,0,0
21,59,68,180000.0,1000.0,1.0,1.0,13.0,8.0,14.0,15.0,8.0,9.0,11.0,11.0,26.0,19.0,18.0,31.0,22.0,46.0,42.0,37.0,61.0,27.0,54.0,6.0,23.0,12.0,4.0,39.0,14.0,32.0,9.0,11.0,14.0,61.0,58.0,53.0,54.0,65.0,1,1,0,1,0,0,1,0,0,1,0
27,59,59,160000.0,2000.0,1.0,2.0,51.0,53.0,36.0,64.0,31.0,56.0,65.0,76.0,55.0,59.0,68.0,63.0,80.0,58.0,84.0,76.0,85.0,64.0,57.0,65.0,41.0,44.0,59.0,62.0,64.0,40.0,44.0,36.0,33.0,15.0,15.0,10.0,13.0,10.0,1,1,0,1,0,0,0,1,0,1,0
33,59,59,90000.0,1000.0,1.0,2.0,50.0,55.0,39.0,56.0,50.0,60.0,46.0,46.0,53.0,56.0,69.0,69.0,77.0,59.0,82.0,59.0,64.0,65.0,33.0,54.0,37.0,44.0,56.0,56.0,52.0,55.0,39.0,50.0,47.0,15.0,8.0,11.0,15.0,16.0,1,0,0,1,0,0,0,1,0,0,0
18,59,79,325000.0,2000.0,1.0,3.0,57.0,58.0,60.0,52.0,51.0,61.0,58.0,43.0,43.0,59.0,76.0,78.0,75.0,49.0,60.0,65.0,65.0,58.0,79.0,44.0,53.0,20.0,59.0,46.0,54.0,54.0,40.0,25.0,20.0,14.0,14.0,11.0,6.0,5.0,0,0,0,1,0,0,0,1,0,1,0
21,59,68,210000.0,2000.0,1.0,2.0,44.0,37.0,63.0,60.0,32.0,54.0,42.0,40.0,59.0,59.0,57.0,60.0,56.0,56.0,47.0,55.0,62.0,57.0,70.0,41.0,65.0,53.0,41.0,41.0,45.0,48.0,54.0,61.0,58.0,15.0,12.0,12.0,11.0,13.0,1,1,0,1,0,1,0,0,0,1,0
23,59,65,210000.0,1000.0,1.0,2.0,33.0,60.0,52.0,63.0,49.0,50.0,49.0,44.0,48.0,52.0,71.0,69.0,56.0,58.0,76.0,61.0,75.0,58.0,57.0,55.0,25.0,11.0,53.0,64.0,64.0,47.0,12.0,16.0,14.0,14.0,8.0,5.0,15.0,11.0,0,1,0,1,0,0,0,1,0,1,0
22,59,68,240000.0,2000.0,1.0,3.0,55.0,45.0,53.0,68.0,51.0,66.0,60.0,48.0,68.0,65.0,68.0,64.0,62.0,54.0,90.0,66.0,47.0,45.0,32.0,48.0,48.0,28.0,49.0,58.0,58.0,61.0,39.0,42.0,52.0,10.0,12.0,10.0,5.0,13.0,1,1,0,1,0,0,0,1,0,0,0
22,59,68,240000.0,3000.0,1.0,2.0,40.0,63.0,57.0,54.0,43.0,61.0,40.0,34.0,33.0,56.0,70.0,75.0,64.0,52.0,68.0,58.0,58.0,61.0,55.0,64.0,29.0,19.0,49.0,47.0,66.0,51.0,19.0,16.0,21.0,9.0,13.0,11.0,13.0,11.0,1,1,0,1,0,0,0,0,1,0,0
18,59,75,290000.0,2000.0,1.0,2.0,56.0,30.0,45.0,60.0,40.0,55.0,42.0,35.0,57.0,50.0,67.0,65.0,61.0,59.0,76.0,35.0,65.0,55.0,40.0,31.0,65.0,57.0,55.0,44.0,40.0,48.0,58.0,63.0,59.0,12.0,12.0,6.0,10.0,15.0,0,1,0,1,1,0,0,0,0,0,0
24,59,66,160000.0,1000.0,1.0,1.0,21.0,18.0,16.0,24.0,21.0,14.0,15.0,21.0,20.0,18.0,25.0,26.0,31.0,57.0,28.0,20.0,40.0,41.0,64.0,13.0,18.0,20.0,17.0,19.0,15.0,27.0,10.0,14.0,12.0,61.0,56.0,56.0,55.0,62.0,1,1,0,1,0,0,1,0,0,1,0
18,59,75,290000.0,3000.0,1.0,2.0,42.0,36.0,57.0,57.0,43.0,55.0,47.0,43.0,54.0,56.0,60.0,61.0,57.0,57.0,59.0,58.0,61.0,61.0,64.0,40.0,63.0,57.0,41.0,54.0,55.0,43.0,59.0,61.0,58.0,8.0,11.0,9.0,14.0,8.0,1,0,0,1,0,1,0,0,0,0,0
22,59,66,220000.0,2000.0,1.0,2.0,55.0,47.0,38.0,54.0,36.0,56.0,48.0,33.0,44.0,57.0,84.0,86.0,88.0,53.0,83.0,49.0,65.0,65.0,67.0,42.0,41.0,34.0,50.0,58.0,58.0,51.0,42.0,28.0,23.0,15.0,14.0,11.0,9.0,10.0,1,0,0,0,0,0,0,0,0,0,0
23,59,68,210000.0,1000.0,1.0,2.0,22.0,20.0,53.0,45.0,26.0,30.0,27.0,29.0,45.0,40.0,52.0,50.0,46.0,57.0,36.0,37.0,68.0,64.0,82.0,22.0,50.0,56.0,32.0,28.0,31.0,40.0,56.0,63.0,54.0,14.0,9.0,5.0,11.0,15.0,1,0,1,0,1,0,0,0,0,0,0
35,59,59,70000.0,1000.0,1.0,2.0,59.0,58.0,63.0,60.0,58.0,58.0,56.0,58.0,57.0,62.0,48.0,50.0,64.0,74.0,50.0,61.0,76.0,48.0,66.0,54.0,60.0,33.0,62.0,55.0,51.0,63.0,51.0,40.0,35.0,7.0,10.0,12.0,14.0,10.0,1,1,0,1,0,0,0,1,0,1,0
28,59,59,160000.0,2000.0,1.0,2.0,56.0,51.0,37.0,56.0,47.0,61.0,56.0,57.0,43.0,58.0,82.0,84.0,83.0,56.0,76.0,66.0,32.0,74.0,60.0,57.0,54.0,57.0,49.0,57.0,45.0,52.0,46.0,52.0,48.0,8.0,6.0,7.0,13.0,13.0,1,1,0,0,0,0,0,0,0,0,0
27,59,59,170000.0,2000.0,1.0,2.0,50.0,57.0,49.0,44.0,63.0,54.0,55.0,42.0,35.0,59.0,68.0,66.0,68.0,69.0,55.0,55.0,61.0,73.0,67.0,45.0,68.0,20.0,62.0,54.0,62.0,41.0,30.0,18.0,16.0,16.0,13.0,14.0,9.0,11.0,1,0,0,0,0,0,0,0,1,1,0
18,59,79,325000.0,1000.0,1.0,2.0,52.0,43.0,40.0,62.0,47.0,61.0,56.0,54.0,56.0,65.0,70.0,71.0,76.0,52.0,67.0,49.0,54.0,54.0,52.0,48.0,44.0,29.0,47.0,57.0,62.0,49.0,27.0,24.0,31.0,9.0,7.0,12.0,12.0,9.0,1,1,0,0,0,0,0,0,0,0,0
21,59,69,260000.0,1000.0,1.0,2.0,53.0,58.0,54.0,61.0,48.0,60.0,45.0,36.0,55.0,56.0,60.0,65.0,67.0,48.0,64.0,59.0,71.0,66.0,67.0,53.0,70.0,31.0,58.0,50.0,40.0,48.0,30.0,37.0,35.0,8.0,9.0,10.0,5.0,6.0,1,1,0,1,0,0,0,0,1,1,0
24,59,64,200000.0,2000.0,1.0,2.0,42.0,42.0,50.0,60.0,33.0,57.0,36.0,41.0,57.0,58.0,63.0,71.0,64.0,60.0,74.0,59.0,61.0,72.0,47.0,49.0,61.0,48.0,59.0,57.0,40.0,54.0,52.0,56.0,47.0,13.0,8.0,10.0,8.0,10.0,0,1,0,1,0,0,0,1,0,0,0
23,59,64,210000.0,2000.0,1.0,2.0,52.0,59.0,59.0,51.0,43.0,59.0,57.0,33.0,39.0,61.0,56.0,66.0,66.0,53.0,67.0,62.0,83.0,39.0,65.0,56.0,31.0,14.0,57.0,52.0,60.0,46.0,47.0,30.0,19.0,14.0,8.0,10.0,9.0,7.0,1,1,0,0,0,0,0,0,1,0,1
21,59,64,150000.0,1000.0,1.0,1.0,15.0,9.0,12.0,24.0,20.0,13.0,17.0,14.0,25.0,22.0,47.0,46.0,37.0,41.0,58.0,30.0,55.0,22.0,66.0,17.0,20.0,11.0,12.0,11.0,21.0,30.0,12.0,18.0,15.0,62.0,57.0,56.0,58.0,64.0,1,1,0,1,0,0,1,0,0,1,0
22,59,64,180000.0,1000.0,1.0,2.0,39.0,34.0,54.0,65.0,40.0,56.0,37.0,34.0,63.0,64.0,66.0,54.0,59.0,54.0,49.0,55.0,65.0,58.0,75.0,33.0,59.0,52.0,50.0,44.0,48.0,49.0,42.0,62.0,60.0,9.0,14.0,13.0,11.0,13.0,1,0,0,1,0,1,0,0,0,1,0
19,59,72,260000.0,1000.0,1.0,2.0,40.0,39.0,56.0,58.0,32.0,53.0,40.0,40.0,54.0,54.0,63.0,69.0,52.0,54.0,49.0,63.0,65.0,70.0,79.0,53.0,66.0,55.0,37.0,55.0,45.0,53.0,53.0,58.0,54.0,14.0,9.0,13.0,14.0,11.0,1,0,0,1,0,1,0,0,0,1,0
23,59,66,220000.0,1000.0,1.0,2.0,53.0,52.0,42.0,63.0,41.0,56.0,52.0,55.0,59.0,59.0,63.0,62.0,68.0,55.0,75.0,61.0,55.0,62.0,56.0,57.0,55.0,31.0,60.0,53.0,64.0,52.0,25.0,32.0,35.0,14.0,13.0,11.0,8.0,11.0,1,0,0,0,0,0,0,0,0,0,0
24,59,63,170000.0,2000.0,1.0,2.0,31.0,20.0,42.0,52.0,22.0,45.0,27.0,23.0,48.0,48.0,63.0,60.0,40.0,61.0,55.0,39.0,76.0,64.0,68.0,21.0,55.0,62.0,30.0,35.0,35.0,59.0,45.0,64.0,64.0,5.0,9.0,8.0,14.0,12.0,1,1,0,1,1,0,0,0,0,1,0
19,59,70,260000.0,2000.0,1.0,2.0,62.0,56.0,41.0,53.0,53.0,64.0,53.0,47.0,49.0,61.0,70.0,65.0,52.0,43.0,76.0,64.0,37.0,66.0,41.0,48.0,32.0,19.0,53.0,49.0,65.0,49.0,37.0,58.0,54.0,7.0,14.0,7.0,8.0,8.0,1,1,0,1,0,0,0,1,0,0,0
29,59,59,150000.0,1000.0,1.0,2.0,56.0,50.0,49.0,61.0,49.0,52.0,59.0,63.0,59.0,59.0,62.0,55.0,68.0,52.0,72.0,62.0,74.0,84.0,69.0,64.0,55.0,52.0,48.0,55.0,60.0,62.0,49.0,52.0,51.0,6.0,14.0,11.0,9.0,13.0,0,1,0,1,0,0,0,1,0,1,0
20,59,67,170000.0,1000.0,1.0,1.0,11.0,13.0,18.0,27.0,13.0,12.0,18.0,12.0,22.0,25.0,40.0,33.0,33.0,56.0,28.0,23.0,47.0,20.0,39.0,17.0,20.0,6.0,6.0,22.0,26.0,27.0,11.0,19.0,14.0,59.0,57.0,58.0,59.0,58.0,1,0,0,1,0,0,1,0,0,0,0
18,59,75,325000.0,2000.0,1.0,3.0,53.0,46.0,40.0,56.0,45.0,67.0,41.0,43.0,47.0,59.0,75.0,67.0,79.0,54.0,78.0,57.0,56.0,46.0,45.0,43.0,40.0,21.0,54.0,56.0,47.0,42.0,26.0,21.0,26.0,8.0,14.0,5.0,9.0,7.0,1,1,0,1,0,0,0,0,0,0,0
20,59,66,190000.0,1000.0,1.0,2.0,20.0,16.0,56.0,50.0,24.0,22.0,22.0,23.0,20.0,48.0,61.0,64.0,56.0,53.0,57.0,38.0,83.0,53.0,70.0,22.0,45.0,54.0,28.0,31.0,36.0,42.0,58.0,65.0,57.0,13.0,13.0,11.0,9.0,8.0,1,1,0,1,1,0,0,0,0,1,0
19,59,72,290000.0,1000.0,1.0,2.0,52.0,56.0,37.0,55.0,56.0,67.0,57.0,52.0,42.0,65.0,72.0,70.0,71.0,45.0,69.0,61.0,71.0,58.0,47.0,59.0,35.0,25.0,47.0,50.0,54.0,46.0,27.0,22.0,21.0,7.0,8.0,7.0,9.0,7.0,1,1,0,1,0,0,0,1,0,1,0
19,59,76,280000.0,2000.0,1.0,1.0,12.0,7.0,12.0,19.0,5.0,7.0,10.0,14.0,24.0,15.0,31.0,28.0,39.0,58.0,31.0,20.0,46.0,20.0,40.0,6.0,23.0,9.0,6.0,32.0,19.0,43.0,10.0,14.0,12.0,60.0,54.0,56.0,57.0,63.0,1,0,0,1,0,0,1,0,0,1,0
26,59,62,160000.0,1000.0,1.0,2.0,22.0,18.0,68.0,42.0,24.0,24.0,23.0,25.0,27.0,40.0,57.0,53.0,58.0,52.0,61.0,32.0,70.0,70.0,78.0,21.0,52.0,60.0,48.0,35.0,38.0,55.0,51.0,58.0,56.0,6.0,12.0,7.0,7.0,10.0,1,1,1,0,1,0,0,0,0,1,0
24,59,65,160000.0,1000.0,1.0,1.0,10.0,6.0,11.0,16.0,7.0,9.0,13.0,14.0,21.0,10.0,27.0,24.0,32.0,49.0,25.0,22.0,38.0,17.0,69.0,9.0,18.0,6.0,6.0,22.0,13.0,27.0,10.0,11.0,12.0,60.0,58.0,48.0,58.0,61.0,0,1,0,1,0,0,1,0,0,1,0
19,59,75,325000.0,1000.0,1.0,2.0,62.0,57.0,44.0,59.0,62.0,53.0,59.0,42.0,58.0,61.0,70.0,72.0,52.0,49.0,81.0,68.0,48.0,53.0,43.0,46.0,31.0,25.0,54.0,51.0,60.0,55.0,29.0,35.0,31.0,12.0,7.0,6.0,7.0,6.0,1,1,0,1,0,0,0,1,0,1,0
22,59,68,240000.0,3000.0,1.0,2.0,40.0,68.0,60.0,45.0,50.0,54.0,43.0,32.0,38.0,56.0,66.0,69.0,71.0,58.0,69.0,56.0,60.0,55.0,60.0,58.0,32.0,17.0,50.0,47.0,68.0,50.0,27.0,16.0,17.0,14.0,6.0,13.0,9.0,13.0,1,1,0,0,0,0,0,0,1,1,0
22,59,63,200000.0,1000.0,1.0,2.0,54.0,44.0,34.0,67.0,56.0,57.0,66.0,46.0,62.0,59.0,67.0,59.0,74.0,56.0,77.0,55.0,52.0,48.0,40.0,48.0,39.0,48.0,62.0,65.0,47.0,54.0,40.0,38.0,35.0,11.0,11.0,8.0,6.0,14.0,1,0,0,0,0,0,0,1,0,1,0
